Employee ID	Red Eggs	Blue Eggs	Yellow Eggs	Green Eggs	Pink Eggs
17062296	303	22	409	362	268
65573419	401	374	311	16	101
24544651	273	101	382	396	64
14610366	427	388	94	50	429
98619651	433	46	336	328	283
20747454	357	39	193	395	205
22444434	418	105	373	67	61
14386016	392	216	51	141	269
22238914	164	399	204	17	323
51798334	165	396	190	400	312
53250521	137	274	424	314	129
91804946	310	364	378	248	186
65733785	416	144	46	35	380
51289076	211	52	242	330	201
17562523	447	223	404	133	275
20577427	178	394	118	347	185
21583001	338	338	455	291	114
94202052	108	34	48	184	318
58107076	42	51	95	213	386
56133625	203	376	211	102	212
54993916	399	442	341	145	189
60018541	167	23	40	98	295
65884071	122	117	369	390	249
21010448	50	182	443	171	465
53565500	199	177	328	291	297
76072751	387	181	385	272	464
89541046	101	409	104	36	371
39419210	106	34	191	193	206
94959199	230	336	247	132	68
17324226	441	80	444	419	462
54752571	177	115	176	301	47
21711118	446	127	136	455	413
39489425	251	96	192	92	433
89879506	268	76	369	424	138
58123856	329	219	248	185	361
30253635	312	276	38	67	268
23804715	268	153	107	145	192
41670636	13	226	277	267	318
65794851	35	242	180	431	445
66502392	41	40	285	214	319
66173524	51	442	226	195	31
49348014	314	296	186	67	450
32467499	348	26	432	265	363
87222715	161	395	435	443	464
37774502	438	373	434	72	13
22952437	357	312	90	329	238
93176060	65	193	418	144	182
10705838	238	77	20	159	91
65421821	260	377	323	290	238
72188334	268	118	352	389	302
58326452	287	50	291	115	413
11911208	20	133	371	57	33
48808982	22	45	468	96	140
73295438	277	314	392	401	449
93619150	201	460	104	453	277
21804067	335	209	202	192	142
43600116	107	437	132	48	146
58011912	95	38	281	87	258
78746648	448	195	260	289	299
18970917	366	287	462	417	217
25270739	352	194	210	446	284
76265795	26	115	418	32	131
10489893	328	248	432	79	276
36557626	20	218	51	10	78
35140384	236	70	79	261	162
90560525	222	392	452	331	134
43138817	296	404	140	281	389
35225880	382	10	452	143	22
37587884	470	457	244	415	62
61416803	60	244	251	281	170
16647196	274	209	159	149	328
62839032	345	399	275	463	358
66882232	274	382	283	399	375
76041628	223	92	305	368	109
54500383	139	170	164	399	428
97506867	433	42	310	278	387
46979205	432	339	207	144	112
31845884	420	105	206	184	297
46433028	287	307	50	235	408
88743981	151	142	207	131	440
81282989	270	168	42	197	16
83508113	311	194	327	329	470
60549899	239	394	21	131	426
27414056	266	125	46	342	355
31006659	363	351	292	31	442
91053135	402	205	333	313	102
85128979	104	137	115	409	318
67153737	391	330	103	371	433
67578136	321	356	432	410	430
36114866	180	46	306	209	254
11591268	379	250	403	112	100
80515308	404	336	441	19	334
55895466	310	29	251	436	453
77398794	117	260	460	180	117
50325631	43	375	373	406	227
35235589	12	330	417	294	452
77469841	408	182	13	188	343
81787703	142	340	266	14	170
74522335	459	62	38	443	18
64362223	262	184	274	304	302
67178772	194	462	192	347	421
22740430	444	416	383	67	409
11067871	237	49	102	222	170
56469927	80	340	412	321	50
51843552	58	180	230	107	398
51006639	286	280	444	357	218
56952767	318	284	247	81	280
38614552	35	314	53	446	171
43296283	420	176	231	325	303
69693192	72	149	32	17	71
91693584	30	28	176	42	168
78839641	198	461	10	122	278
38502778	328	382	280	402	160
65041054	66	371	33	255	13
34919407	25	135	379	115	247
61374468	81	446	193	343	47
17960554	445	393	88	400	92
88372938	174	364	51	72	452
74949092	247	264	440	204	94
29299686	336	151	293	36	220
83886996	303	326	251	456	72
29006022	389	130	238	296	467
60965387	303	70	258	49	321
33181418	208	322	171	328	287
49068654	313	258	280	150	145
26465665	132	190	272	300	34
85259830	452	144	274	250	140
86579916	297	67	347	356	339
11948094	110	207	456	136	408
38053324	88	46	104	338	277
61338203	323	165	302	352	434
46674743	431	452	361	70	265
10369643	344	275	234	196	207
77874719	154	267	395	24	257
57461160	97	322	422	129	94
29333090	364	285	465	380	114
32499759	82	384	267	41	327
98569433	163	164	29	388	14
89115348	199	265	48	245	158
99428370	444	287	294	164	431
45730883	436	457	56	447	286
88825697	420	14	427	321	376
56773587	286	443	200	205	454
96449399	333	451	58	377	218
12737805	411	310	23	87	30
20724442	377	350	150	170	136
72324950	126	75	409	64	394
92533947	221	21	184	392	101
51377557	183	187	114	445	38
81993798	408	240	217	27	265
90430718	182	313	204	379	92
95862955	291	53	84	205	249
58732750	150	113	40	423	149
48135565	281	102	260	412	456
64882517	141	241	204	76	457
56097825	463	300	139	170	412
75602155	79	150	468	51	154
32030798	372	150	357	298	210
99531954	250	94	393	422	57
33783469	138	163	408	345	317
76107642	447	431	343	349	230
93580337	385	457	368	260	385
87218737	29	77	118	24	331
44577045	81	219	377	13	195
93879354	358	104	438	314	282
47011950	322	358	467	230	419
66147207	217	126	239	33	117
10011720	285	207	371	434	416
59248090	385	324	176	251	282
51039976	367	345	294	286	412
13013117	203	92	160	137	322
27182904	247	148	415	403	420
42928202	395	250	364	245	360
21594237	85	78	402	154	252
85914883	134	268	204	288	177
11339357	274	412	286	280	129
85367019	73	22	224	124	372
74105717	220	410	376	206	426
21813426	232	79	48	38	118
88414418	306	106	146	335	278
32077968	462	315	183	247	343
79481571	312	327	318	355	420
12964358	411	247	185	230	71
39536964	150	241	276	96	448
29044587	467	91	259	142	71
89497418	198	138	191	409	213
69528996	163	432	44	64	132
21009515	455	140	16	424	38
24455903	205	90	141	319	141
40939759	135	262	181	404	89
50909759	432	445	47	343	229
31843937	368	165	350	195	95
15873074	434	341	110	319	238
40486253	52	449	35	143	361
54455564	438	296	467	396	447
96293958	25	170	356	249	223
47653145	18	414	329	166	440
97130999	317	67	470	57	200
63295913	108	180	373	80	163
34459064	158	95	301	231	458
38074461	343	35	127	411	457
21485256	87	447	140	286	305
56572261	417	168	72	30	195
57689403	321	274	273	82	399
14828415	213	272	102	198	119
73365374	160	311	372	195	213
44326638	171	179	296	263	338
86398865	215	234	300	399	240
14639254	165	384	298	100	296
85217725	197	87	83	32	401
47502943	286	164	211	130	92
67938524	129	79	109	43	405
30584092	25	441	240	133	171
17500941	236	131	210	265	323
94056293	238	27	397	54	465
18079904	256	449	350	169	77
31913988	55	442	291	11	233
61804659	371	37	159	18	381
44026913	43	152	326	236	407
32100890	197	40	339	11	418
65911793	184	389	450	72	193
40304838	391	377	356	381	179
80943662	154	240	197	22	71
13512988	204	433	417	52	96
83907321	21	382	185	337	351
48573103	154	79	318	294	34
22874314	139	238	368	237	128
64865151	408	253	43	317	124
92619158	376	153	368	430	65
74645295	455	389	419	71	172
28422213	246	398	405	243	401
87087163	37	258	11	214	135
82511790	61	74	447	277	133
70634427	342	275	50	201	147
77713751	37	71	53	346	302
19842602	360	100	261	24	222
33379433	78	90	367	147	459
42531988	248	230	421	22	223
88671872	447	214	182	417	169
55766170	137	392	33	384	115
35990315	356	133	168	74	42
98907617	172	158	66	359	307
24280042	86	453	11	228	286
41524526	384	464	229	55	170
55305965	125	47	19	444	201
15966885	356	259	142	245	312
64743296	392	388	34	440	311
82947193	128	131	292	225	291
19671756	405	111	73	333	157
18398552	442	361	255	379	466
51664884	25	145	75	96	318
52469214	421	323	169	266	29
90194944	61	437	55	429	153
19792710	19	121	470	292	251
69500052	217	302	212	62	449
85197661	362	27	25	404	231
19486706	160	382	244	27	428
51891924	440	289	342	332	28
35307490	322	398	79	470	433
75509507	214	287	247	55	240
79441231	38	59	204	19	78
79995248	375	200	169	89	40
48323601	21	227	84	141	86
72698562	342	219	68	467	349
66106780	18	42	445	363	348
17336368	222	124	281	35	83
25096925	49	241	100	304	350
27791138	416	449	312	290	111
